region,Temp_C,Rain (mm),Humid,Price_F,month,dayofweek,heat_index
3,29.5,178.7,92.7,449.95,9,3,2734.65
4,27.3,55.6,60.8,469.65,9,3,1659.84
5,24.0,231.9,61.9,154.0,9,3,1485.6
7,36.7,200.6,86.4,292.76,9,3,3170.8800000000006
8,31.5,365.7,51.4,363.18,9,3,1619.1
9,29.9,119.0,51.7,361.25,9,3,1545.83
10,35.8,8.0,80.6,196.57,9,3,2885.4799999999996
11,30.7,361.4,61.6,183.83,9,3,1891.12
12,27.0,381.2,54.1,298.78,9,3,1460.7
14,28.1,240.8,55.3,431.55,9,3,1553.93
15,21.1,182.2,64.3,428.98,9,3,1356.73
16,29.7,14.9,76.4,330.48,9,3,2269.08
19,34.6,117.2,69.8,100.57,9,3,2415.08
20,31.1,246.3,81.6,184.02,9,3,2537.7599999999998
21,25.0,41.3,51.7,389.86,9,3,1292.5
22,37.5,288.6,75.6,135.66,9,3,2835.0
23,31.0,327.8,73.8,329.73,9,3,2086.13
24,36.9,368.6,83.3,456.68,9,3,3073.77
25,35.6,163.0,69.0,132.69,9,3,2456.4
1,28.5,1.8,71.4,134.13,10,2,2034.9
4,21.9,217.8,54.4,116.36,10,2,1191.36
6,34.6,32.8,82.3,409.64,10,2,2847.58
8,28.1,267.6,52.0,308.88,10,2,1461.2
10,27.2,111.0,56.3,461.68,10,2,1531.36
11,36.8,50.3,68.7,291.75,10,2,2528.16
14,28.9,59.6,85.6,448.65,10,2,2473.8399999999997
15,23.3,262.0,77.7,291.82,10,2,1810.41
16,35.2,110.8,75.1,106.34,10,2,2643.52
17,20.8,54.8,62.8,150.49,10,2,1306.24
18,20.2,117.1,58.1,103.01,10,2,1173.62
21,32.3,17.5,57.7,211.72,10,2,1863.71
22,27.0,129.1,62.1,130.07,10,2,1676.7
25,33.1,24.9,58.4,277.7,10,2,1933.04
19,25.6,236.4,72.6,239.85,10,1,1858.56
2,29.7,222.5,50.3,201.84,10,1,1493.9099999999999
6,28.8,359.1,61.3,247.84,10,1,1765.44
7,24.8,10.7,66.3,260.39,10,1,1644.24
10,29.3,171.8,54.3,441.92,10,1,1590.99
11,24.6,237.5,73.8,288.3,10,1,2086.13
13,26.6,180.6,79.7,230.05,10,1,2120.02
16,30.6,310.5,52.6,112.97,10,1,1609.5600000000002
17,23.5,281.4,52.1,403.4,10,1,1224.3500000000001
21,37.8,32.3,91.3,181.78,10,1,3451.1399999999994
22,35.2,73.8,87.6,320.41,10,1,3083.52
23,29.4,224.2,88.4,299.07,10,1,2086.13
24,28.4,333.8,88.8,120.11,10,1,2521.9199999999996
25,33.8,44.4,50.8,221.21,10,1,1717.0399999999997
0,28.6,66.5,60.6,453.17,10,6,1733.16
1,25.2,84.6,73.8,95.05,10,6,2086.13
19,22.1,41.0,56.5,389.25,10,6,1248.65
3,34.4,171.8,86.8,437.85,10,0,2985.9199999999996
4,33.5,211.4,65.9,184.5,10,0,2207.65
5,33.4,218.3,94.1,481.05,10,0,3142.9399999999996
6,31.7,57.9,86.3,369.86,10,0,2735.71
9,24.3,366.9,56.6,176.24,10,0,1375.38
10,23.7,260.0,84.2,470.98,10,0,1995.54
11,24.3,125.1,66.1,136.82,10,0,1606.23
12,28.0,349.4,89.7,414.88,10,0,2511.6
13,35.9,221.3,53.9,486.2,10,0,1935.0099999999998
14,37.7,245.4,90.2,151.18,10,0,3400.5400000000004
15,29.4,290.0,89.8,81.72,10,0,2086.13
17,29.4,33.1,71.1,146.5,10,0,2086.13
18,37.7,308.9,78.2,420.97,10,0,2948.1400000000003
21,36.7,274.4,51.3,322.8,10,0,1882.71
22,26.1,24.2,68.2,111.86,10,0,1780.0200000000002
23,30.4,287.6,59.5,134.17,10,0,1808.8
24,22.1,302.4,80.5,482.57,10,0,1779.0500000000002
0,24.1,108.1,73.8,230.79,10,5,2086.13
1,26.4,147.4,76.6,201.9,10,5,2022.2399999999998
2,25.7,30.7,89.8,150.04,10,5,2307.8599999999997
4,32.3,107.9,77.7,473.42,10,5,2509.71
5,29.7,261.3,90.5,261.17,10,6,2687.85
6,34.1,53.8,83.5,357.32,10,6,2847.35
7,20.7,164.5,72.7,161.41,10,6,1504.89
9,32.8,171.8,75.5,130.04,10,6,2476.3999999999996
10,34.4,166.7,53.3,335.93,10,6,1833.5199999999998
13,31.9,280.4,64.8,194.22,10,6,2067.12
14,37.8,97.3,92.4,342.33,10,6,3492.72
15,29.7,182.2,62.3,259.47,10,6,1850.31
16,36.7,32.4,53.7,158.27,10,6,1970.7900000000002
17,36.2,141.0,73.2,484.16,10,6,2649.84
18,30.3,61.0,54.6,94.61,10,6,1654.38
20,23.2,179.5,76.4,131.09,10,6,1772.48
21,31.8,270.1,82.0,435.04,10,6,2607.6
22,32.2,283.6,61.3,318.16,10,6,1973.8600000000001
23,29.4,372.5,94.7,110.16,10,6,2086.13
24,27.2,102.1,83.0,79.33,10,6,2257.6
25,33.0,203.7,73.5,147.53,10,6,2425.5
0,33.7,210.0,60.0,276.54,10,4,2022.0000000000002
3,28.8,48.3,51.1,149.93,10,4,1471.68
4,21.7,171.8,55.4,399.17,10,4,1202.1799999999998
7,34.6,262.9,63.3,470.43,10,5,2190.18
9,23.7,69.7,89.1,83.09,10,5,2111.6699999999996
10,28.7,299.9,78.8,408.78,10,5,2261.56
11,31.6,349.6,78.1,372.65,10,5,2467.96
12,37.5,366.5,62.7,472.63,10,5,2351.25
13,34.3,396.6,70.0,453.53,10,5,2401.0
14,25.7,97.4,88.9,454.29,10,5,2284.73
15,24.5,287.9,81.8,461.43,10,5,2004.1
17,25.7,83.9,73.7,476.65,10,5,1894.09
19,24.3,194.2,79.5,326.41,10,5,1931.8500000000001
22,20.6,240.4,82.2,360.33,10,5,1693.3200000000002
23,35.2,270.5,86.8,452.57,10,5,3055.36
24,32.0,40.2,61.4,315.01,10,5,1964.8
25,24.1,84.9,68.1,329.97,10,5,1641.21
0,32.5,39.5,71.0,273.33,11,3,2307.5
1,29.4,264.6,68.0,443.26,11,3,2086.13
3,28.8,302.3,84.0,475.1,11,3,2419.2000000000003
4,22.3,33.2,57.6,133.26,11,3,1284.48
6,37.5,379.9,80.6,352.96,11,3,3022.5
7,29.4,353.0,54.4,185.21,11,3,1599.36
8,24.4,363.9,56.8,116.03,11,3,1385.9199999999998
9,29.4,122.1,54.3,306.35,11,4,1596.4199999999998
10,33.3,64.0,50.1,102.04,11,4,1668.33
11,25.4,280.5,54.0,428.15,11,4,1371.6
12,36.6,254.6,90.4,345.3,11,4,3308.6400000000003
13,30.4,336.1,51.5,237.81,11,4,1565.6
19,32.8,228.3,71.8,177.47,11,4,2355.0399999999995
16,20.2,22.5,50.9,169.77,11,4,1028.1799999999998
17,24.0,59.0,59.1,177.06,11,4,1418.4
18,25.9,20.4,82.1,366.32,11,4,2126.39
20,30.9,171.8,68.5,295.38,11,4,2116.65
21,24.5,110.0,89.6,348.26,11,4,2195.2
22,34.3,14.6,94.7,80.59,11,4,3248.21
23,32.0,174.4,71.9,119.35,11,4,2300.8
25,36.8,107.7,74.5,102.1,11,4,2741.6
19,25.9,142.5,91.6,421.51,11,2,2372.4399999999996
19,27.0,149.1,64.5,99.2,11,2,1741.5
8,37.1,225.4,87.9,261.38,11,2,3261.09
10,20.1,223.8,81.3,232.08,11,2,1634.13
12,36.8,18.9,84.3,140.41,11,3,3102.24
13,24.2,249.4,57.9,129.96,11,3,1401.1799999999998
14,26.5,74.3,81.9,163.89,11,3,2170.3500000000004
19,23.1,153.8,58.9,461.55,11,3,1360.5900000000001
17,21.9,28.0,65.7,223.07,11,3,1438.83
18,34.9,84.6,67.1,156.29,11,3,2341.7899999999995
21,22.3,337.6,92.8,342.92,11,3,2069.44
22,24.6,35.3,90.0,176.24,11,3,2214.0
23,36.0,131.2,93.4,419.15,11,3,3362.4
24,34.8,171.9,73.8,256.38,11,3,2086.13
19,37.0,371.0,64.3,466.08,11,3,2379.1
0,29.1,284.2,61.8,201.7,11,1,1798.38
1,23.4,317.5,76.7,458.76,11,1,1794.78
2,35.2,41.7,83.8,241.8,11,1,2949.76
3,29.2,1.2,68.0,411.94,11,1,1985.6
5,25.6,291.9,73.8,344.17,11,1,2086.13
6,32.2,277.4,91.9,261.13,11,1,2959.1800000000003
19,23.0,8.2,85.5,478.94,11,1,1966.5
9,33.9,394.5,62.5,147.13,11,1,2118.75
10,30.8,4.2,78.3,222.26,11,1,2411.64
11,35.2,30.7,90.1,431.22,11,1,3171.52
12,30.1,214.7,62.6,143.84,11,1,1884.2600000000002
14,27.8,171.8,59.0,191.94,11,2,1640.2
16,36.5,270.8,92.7,257.13,11,2,3383.55
17,31.3,74.6,60.2,364.51,11,2,1884.2600000000002
18,22.2,26.5,60.4,334.88,11,2,1340.8799999999999
20,32.3,220.9,53.9,258.82,11,2,1740.9699999999998
22,35.7,191.1,50.3,287.32,11,2,1795.71
24,32.0,386.3,70.1,386.53,11,2,2243.2
25,29.0,332.8,89.3,211.92,11,2,2589.7
0,29.8,145.4,79.6,84.93,11,0,2372.08
1,27.0,235.9,94.8,442.3,11,0,2559.6
2,29.8,371.4,80.4,311.6,11,0,2395.92
3,34.4,254.7,56.3,327.86,11,0,1936.7199999999998
4,37.5,114.8,52.0,278.44,11,0,1950.0
5,37.8,123.8,88.7,387.21,11,0,3352.8599999999997
6,35.1,77.9,73.8,164.08,11,0,2086.13
7,21.5,29.0,73.8,342.99,11,0,2086.13
8,31.6,183.0,75.5,113.61,11,0,2385.8
19,32.6,36.8,77.8,210.12,11,0,2536.28
11,31.1,39.5,78.7,355.5,11,0,2447.57
13,37.2,234.7,80.8,125.13,11,0,3005.76
14,23.7,226.2,61.1,403.08,11,0,1448.07
15,25.7,241.1,78.7,119.24,11,1,2022.59
16,29.9,297.8,92.9,485.43,11,1,2777.71
17,20.1,168.7,60.1,334.05,11,1,1208.0100000000002
18,31.9,225.2,63.0,359.05,11,1,2009.6999999999998
20,35.0,230.3,56.4,445.94,11,1,1974.0
21,25.2,292.9,65.0,346.49,11,1,1638.0
22,21.5,98.8,82.1,124.77,11,1,1765.1499999999999
23,27.1,157.5,53.5,353.11,11,1,1449.8500000000001
25,25.5,10.5,57.6,444.14,11,1,1468.8
0,20.1,156.6,77.3,405.37,11,6,1553.73
1,28.4,215.4,73.8,401.31,11,6,2086.13
2,33.3,9.2,81.3,214.81,11,6,2707.2899999999995
3,29.1,260.0,55.8,162.01,11,6,1623.78
4,22.4,313.1,76.3,256.44,11,6,1709.12
5,30.3,396.6,84.6,334.62,11,6,2563.38
6,20.1,31.2,73.8,472.01,11,6,2086.13
7,35.8,113.1,80.4,401.65,11,6,2878.32
10,29.0,132.6,87.2,430.19,11,6,2528.8
11,30.0,236.0,79.2,464.03,11,6,2376.0
12,26.0,35.2,89.5,223.89,11,6,2327.0
15,34.8,18.0,77.0,436.55,11,6,2679.6
20,36.6,177.2,75.9,213.55,11,0,2777.9400000000005
21,34.7,50.5,84.7,427.69,11,0,2939.09
22,25.5,321.7,89.3,102.43,11,0,2277.15
23,27.6,46.5,78.9,258.13,11,0,2177.6400000000003
24,29.4,192.3,85.7,350.13,11,0,2086.13
25,32.6,357.9,78.8,371.9,11,0,2568.88
0,29.0,263.8,58.0,83.57,12,5,1682.0
1,28.0,111.1,62.6,257.51,12,5,1752.8
2,31.8,81.8,78.5,146.91,12,5,2496.3
3,20.0,181.5,90.5,162.74,12,5,1810.0
5,30.9,18.5,79.7,425.69,12,5,2462.73
6,24.0,160.8,74.2,144.76,12,5,1780.8000000000002
9,23.2,23.2,73.2,219.18,12,5,1698.24
10,23.6,73.6,50.3,368.38,12,5,1187.08
11,34.1,172.0,67.6,204.4,12,5,2305.16
12,29.2,262.2,89.8,98.09,12,5,2622.16
14,31.6,369.3,76.3,316.76,12,5,2411.08
15,27.6,165.0,56.5,177.43,12,5,1559.4
16,21.5,41.9,77.9,118.25,12,5,1674.8500000000001
17,28.7,70.4,81.1,184.01,12,5,2327.5699999999997
18,31.4,171.8,74.1,234.32,12,5,2326.74
21,20.2,126.9,73.2,158.12,12,6,1478.64
23,24.6,94.7,82.0,113.74,12,6,2017.2
24,27.7,67.6,89.9,360.47,12,6,2490.23
0,36.4,81.3,73.8,479.27,12,4,2086.13
1,35.3,82.4,77.2,374.02,12,4,2725.16
3,27.1,171.8,92.1,161.31,12,4,2495.91
4,22.4,122.2,69.3,453.38,12,4,1552.32
5,27.4,336.3,77.4,239.75,12,4,2120.76
6,32.2,63.7,83.8,140.03,12,4,2698.36
7,31.8,36.2,78.6,273.14,12,4,2499.48
8,34.2,372.2,58.3,118.25,12,4,1993.8600000000001
9,23.9,140.1,66.0,290.83,12,4,1577.3999999999999
10,25.4,44.6,52.2,198.22,12,4,1325.88
11,37.3,316.3,66.9,354.47,12,4,2495.37
12,31.0,45.0,71.2,260.45,12,4,2207.2000000000003
13,24.1,180.2,76.6,164.99,12,4,1846.06
15,28.0,11.8,66.3,367.81,12,4,1856.3999999999999
20,31.3,245.7,84.6,356.65,12,4,2647.98
22,24.7,16.2,92.9,380.64,12,5,2294.63
23,32.9,228.0,87.1,297.51,12,5,2865.5899999999997
24,22.6,356.5,87.8,370.01,12,5,1984.28
25,36.2,106.4,79.7,99.98,12,5,2885.1400000000003
0,29.2,377.2,65.3,326.31,12,3,1906.7599999999998
1,34.6,377.5,63.4,366.72,12,3,2193.64
2,36.3,358.7,84.9,118.08,12,3,3081.87
3,29.1,68.1,78.4,372.21,12,3,2281.44
4,25.2,68.9,89.7,223.41,12,3,2260.44
5,22.4,265.5,65.5,405.61,12,3,1467.1999999999998
9,25.2,57.3,59.1,245.83,12,3,1489.32
11,20.9,141.4,75.5,355.21,12,3,1577.9499999999998
12,31.5,83.5,57.6,142.94,12,3,1814.4
13,22.8,238.3,73.8,463.27,12,3,2086.13
14,34.8,293.1,70.1,243.24,12,3,2439.4799999999996
15,35.8,361.8,64.8,428.08,12,3,2319.8399999999997
17,29.4,47.7,62.1,434.88,12,3,2086.13
20,22.8,28.1,60.9,307.57,12,3,1388.52
21,22.7,67.7,60.4,370.3,12,3,1371.08
24,37.5,255.0,51.0,109.7,12,4,1912.5
19,37.6,315.1,55.8,344.67,12,4,2098.08
0,28.5,171.8,92.6,269.78,12,2,2639.1
2,29.9,134.8,56.4,88.11,12,2,1686.36
4,22.9,146.2,56.8,295.04,12,2,1300.7199999999998
6,20.7,24.6,73.8,457.61,12,2,2086.13
7,21.7,273.0,64.0,449.37,12,2,1388.8
19,29.4,369.6,84.9,281.97,12,2,2086.13
9,35.3,106.4,63.1,474.44,12,2,2227.43
10,34.3,14.0,90.0,316.41,12,2,3086.9999999999995
11,36.8,305.1,87.1,220.51,12,2,3205.2799999999997
12,24.0,82.9,67.7,340.62,12,2,1624.8000000000002
13,29.7,202.8,60.6,177.84,12,2,1799.82
14,27.8,175.1,80.1,348.76,12,2,2226.7799999999997
15,28.1,387.1,83.8,135.66,12,2,2354.78
16,29.4,250.3,57.4,317.84,12,2,2086.13
18,35.0,230.7,77.5,241.23,12,2,2712.5
20,24.7,171.8,76.6,344.77,12,2,1892.0199999999998
21,36.9,15.4,62.4,185.44,12,2,2302.56
22,20.5,137.3,77.3,109.15,12,2,1584.6499999999999
23,23.5,311.9,73.8,236.89,12,2,2086.13
0,34.4,384.0,69.3,304.75,12,1,2383.9199999999996
1,29.4,21.7,63.5,127.67,12,2,2086.13
3,29.4,171.8,52.7,198.08,12,2,2086.13
5,22.6,198.9,85.1,419.56,12,2,1923.26
6,37.0,16.3,76.3,265.13,12,2,2823.1
7,26.8,190.5,83.5,262.54,12,2,2237.8
8,26.0,171.8,60.7,270.07,12,2,1578.2
9,30.7,71.2,75.3,394.74,12,2,2311.71
19,37.2,164.4,84.6,376.06,12,2,3147.12
11,22.6,41.9,93.8,288.01,12,2,2119.88
12,20.4,168.1,87.3,145.29,12,2,1780.9199999999998
13,29.5,398.9,91.1,395.76,12,2,2687.45
15,31.7,398.3,69.7,185.89,12,2,2209.4900000000002
17,33.0,171.8,94.0,369.88,12,2,3102.0
18,29.4,86.3,59.4,207.75,12,2,2086.13
21,37.2,171.8,64.4,397.77,12,2,2395.6800000000003
22,23.4,318.0,58.9,432.28,12,2,1378.26
23,26.8,197.1,51.9,360.9,12,2,1390.92
24,34.1,292.7,94.5,451.46,12,2,3222.4500000000003
0,23.3,146.8,56.5,164.78,1,0,1316.45
2,20.3,291.1,51.0,486.02,1,0,1035.3
3,27.1,107.2,91.8,338.88,1,1,2487.78
5,23.2,117.6,80.2,312.42,1,1,1860.64
6,30.5,44.3,59.7,131.9,1,1,1820.8500000000001
7,26.6,37.0,64.5,216.76,1,1,1715.7
8,33.8,225.1,77.7,412.91,1,1,2626.2599999999998
11,21.6,70.7,86.3,111.29,1,1,1864.0800000000002
12,21.5,357.5,85.8,204.78,1,1,1844.7
13,34.6,173.0,73.8,423.41,1,1,2086.13
15,29.4,251.9,52.2,334.16,1,1,2086.13
17,34.8,145.8,80.7,255.06,1,1,2808.3599999999997
18,29.4,19.6,56.1,120.67,1,1,2086.13
20,21.5,323.9,76.7,161.53,1,1,1649.05
21,23.7,147.2,65.7,405.22,1,1,1557.09
22,24.5,179.4,79.6,192.58,1,1,1950.1999999999998
23,26.8,335.5,60.1,287.76,1,1,1610.68
24,30.5,21.6,75.1,278.6,1,1,2290.5499999999997
25,29.4,48.0,53.1,105.2,1,1,2086.13
0,37.4,9.3,53.9,184.13,1,6,2015.86
1,25.3,171.8,59.9,313.37,1,6,1515.47
2,20.7,105.9,60.0,188.71,1,6,1242.0
3,22.7,13.1,91.9,177.66,1,6,2086.13
4,34.4,262.1,70.6,186.4,1,6,2428.64
5,29.8,67.2,55.2,126.63,1,0,1644.96
6,24.5,309.2,58.7,321.61,1,0,1438.15
7,30.0,202.1,84.7,468.18,1,0,2541.0
10,32.4,232.1,56.9,202.14,1,0,1843.56
11,24.7,159.5,73.8,106.23,1,0,2086.13
12,24.5,21.3,70.6,334.84,1,0,1729.6999999999998
13,36.8,0.9,88.3,117.93,1,0,3249.4399999999996
15,29.4,85.1,86.9,199.22,1,0,2086.13
16,20.8,223.4,86.0,358.99,1,0,1788.8
18,23.6,110.4,66.9,232.61,1,0,1578.8400000000001
20,29.6,58.6,93.1,302.18,1,0,2755.7599999999998
21,35.0,9.5,93.2,384.91,1,0,3262.0
22,23.7,44.2,64.5,418.94,1,0,1528.6499999999999
24,36.3,131.1,92.9,400.91,1,0,3372.27
25,32.2,152.9,64.9,92.46,1,0,2089.78
0,26.3,246.0,76.5,86.45,1,5,2011.95
1,25.4,81.5,91.5,199.2,1,5,2324.1
3,34.4,107.1,68.6,111.65,1,5,2359.8399999999997
4,25.8,341.0,52.4,436.35,1,5,1351.92
5,24.9,353.7,81.0,464.3,1,5,2016.8999999999999
9,36.5,113.9,57.5,303.14,1,6,2098.75
11,34.6,171.8,93.7,234.26,1,6,3242.0200000000004
13,36.4,346.7,81.9,388.59,1,6,2981.1600000000003
14,34.7,316.5,62.2,207.28,1,6,2158.34
15,27.9,130.6,64.7,439.06,1,6,1805.1299999999999
17,22.2,243.0,54.2,356.62,1,6,1203.24
18,32.1,171.8,64.9,435.56,1,6,2083.2900000000004
20,33.9,161.8,82.6,361.69,1,6,2800.14
22,24.3,293.8,74.1,276.54,1,6,1800.6299999999999
23,23.0,350.0,59.0,235.94,1,6,1357.0
19,22.5,290.7,59.3,278.01,1,6,1334.25
1,29.4,16.4,73.8,399.45,1,4,2086.13
3,29.4,220.1,50.7,88.53,1,4,1490.58
4,33.9,383.7,68.7,374.5,1,4,2328.93
5,25.9,391.6,79.2,223.67,1,4,2051.2799999999997
6,32.4,387.7,83.5,145.89,1,4,2705.4
7,30.7,302.6,65.1,120.21,1,4,1998.5699999999997
8,32.7,158.9,53.3,433.54,1,4,1742.91
9,25.0,165.4,75.2,134.27,1,5,1880.0
10,30.4,171.8,69.1,209.85,1,5,2100.64
13,23.4,383.3,93.4,125.81,1,5,2185.56
14,30.5,355.5,54.5,340.45,1,5,1662.25
15,28.0,39.7,77.8,327.25,1,5,2178.4
18,28.4,305.5,79.4,400.9,1,5,2254.96
20,30.5,351.7,67.9,142.92,1,5,2070.9500000000003
21,36.0,303.9,89.9,360.41,1,5,3236.4
22,20.2,300.7,61.0,333.04,1,5,1232.2
23,26.9,260.3,80.4,146.65,1,5,2162.76
25,26.3,234.8,73.3,122.86,1,5,1927.79
1,29.4,333.7,50.7,328.96,1,3,2086.13
3,28.6,328.4,58.7,179.01,1,3,1678.8200000000002
6,33.9,175.5,82.5,108.9,1,3,2796.75
7,31.6,345.5,58.3,387.64,1,3,1842.28
8,25.2,284.8,81.3,421.54,1,3,2048.7599999999998
9,32.3,122.0,66.6,142.75,1,3,2151.18
19,22.1,258.7,81.6,342.93,1,3,1803.36
11,34.2,98.0,84.5,88.65,1,4,2889.9
12,30.0,101.4,84.4,289.34,1,4,2532.0
13,21.1,71.9,73.2,93.58,1,4,1544.5200000000002
14,22.3,299.8,63.7,355.97,1,4,1420.5100000000002
15,29.4,15.8,88.4,236.18,1,4,2086.13
16,27.3,290.0,57.5,252.34,1,4,1569.75
17,37.6,196.8,59.3,123.91,1,4,2229.68
18,30.5,381.0,73.8,273.56,1,4,2086.13
20,24.1,215.6,81.1,154.3,1,4,1954.51
21,34.1,361.4,74.4,240.89,1,4,2537.0400000000004
24,36.1,171.1,73.8,206.03,1,4,2086.13
25,27.5,117.3,61.9,93.04,1,4,1702.25
0,25.0,188.0,81.2,266.93,1,2,2030.0
1,22.3,153.0,83.6,428.83,1,2,1864.28
2,32.3,239.4,59.1,131.47,1,2,1908.9299999999998
3,35.9,107.2,50.3,468.31,1,2,1805.7699999999998
4,29.5,287.7,68.5,222.96,1,2,2020.75
5,37.9,98.2,78.1,191.99,1,2,2959.99
6,24.8,21.1,73.8,243.41,1,2,2086.13
7,30.9,321.6,71.0,420.92,1,2,2193.9
9,37.2,385.9,91.7,263.53,1,2,3411.2400000000002
10,20.1,99.6,86.1,486.46,1,2,1730.61
14,35.8,62.5,72.7,333.41,2,3,2602.66
15,33.3,23.4,72.8,294.18,2,3,2424.24
16,36.0,183.7,81.3,348.83,2,3,2926.7999999999997
17,29.4,13.4,56.4,452.59,2,3,2086.13
18,26.0,171.8,85.8,236.32,2,3,2230.7999999999997
20,32.6,341.5,73.0,333.23,2,3,2379.8
22,23.5,40.5,79.5,127.61,2,3,1868.25
23,32.4,192.3,52.6,246.45,2,3,1704.24
24,27.6,106.9,91.7,160.8,2,3,2530.92
25,27.6,254.2,63.2,393.98,2,3,1744.3200000000002
0,20.1,49.7,82.6,407.47,2,1,1660.26
1,30.2,171.8,63.8,296.32,2,1,1926.7599999999998
2,20.8,74.5,55.3,143.12,2,1,1150.24
4,28.4,12.6,58.3,286.03,2,1,1655.7199999999998
5,21.6,102.4,90.1,271.07,2,1,1946.16
6,28.1,15.5,60.2,100.18,2,1,1691.6200000000001
7,26.4,166.5,65.6,289.41,2,1,1731.8399999999997
8,21.9,362.4,79.9,378.04,2,1,1749.81
9,29.4,4.3,71.7,183.52,2,1,2107.98
10,29.4,58.1,78.7,163.96,2,1,2086.13
11,23.0,171.8,70.2,327.53,2,1,1614.6000000000001
12,29.4,159.5,56.8,212.04,2,1,2086.13
19,30.3,104.4,74.1,385.66,2,1,2245.23
14,20.3,55.0,77.3,486.13,2,1,1569.19
15,31.9,192.2,81.0,116.95,2,2,2583.9
17,36.4,364.5,82.7,462.51,2,2,3010.28
20,37.5,377.1,73.8,312.91,2,2,2086.13
21,29.7,58.5,81.9,327.08,2,2,2432.4300000000003
22,34.0,18.4,84.2,115.75,2,2,2862.8
23,29.4,230.7,86.5,110.21,2,2,2086.13
19,33.6,16.8,81.4,375.9,2,2,2735.0400000000004
25,24.3,381.0,87.5,193.33,2,2,2126.25
1,22.7,82.5,81.2,353.19,2,0,1843.24
2,33.9,181.6,69.5,93.27,2,0,2356.0499999999997
3,29.4,320.3,65.5,314.76,2,0,2086.13
4,29.7,195.7,84.7,284.4,2,0,2515.59
19,36.1,101.1,87.8,250.92,2,0,3169.58
6,23.3,99.3,87.6,210.74,2,0,2041.08
7,24.6,100.2,79.8,173.41,2,0,1963.0800000000002
8,34.4,37.8,91.9,352.68,2,0,3161.36
10,36.0,171.8,84.9,131.46,2,0,3056.4
11,26.2,287.9,63.6,303.69,2,0,1666.32
13,21.1,73.4,63.5,206.6,2,0,1339.8500000000001
14,30.9,138.7,75.8,243.41,2,0,2342.22
15,20.2,57.6,52.8,430.18,2,0,1066.56
16,25.4,45.3,74.1,484.66,2,0,1882.1399999999996
17,22.5,244.9,52.6,453.23,2,1,1183.5
18,32.7,23.6,57.3,165.24,2,1,1873.71
20,21.1,210.2,81.1,409.5,2,1,1711.21
21,29.4,315.8,77.0,419.27,2,1,2086.13
22,20.8,308.4,77.9,165.82,2,1,1620.3200000000002
23,22.9,386.3,55.4,101.27,2,1,1268.6599999999999
25,26.2,219.4,85.0,420.54,2,1,2227.0
0,25.0,396.2,78.7,223.62,2,6,1967.5
1,31.8,300.4,82.7,393.34,2,6,2629.86
3,33.6,285.3,72.0,288.06,2,6,2419.2000000000003
4,30.1,363.9,92.9,439.78,2,6,2796.2900000000004
5,37.1,226.8,69.9,282.13,2,6,2593.2900000000004
6,29.4,205.7,58.1,303.79,2,6,2086.13
7,37.7,120.8,90.2,279.19,2,6,3400.5400000000004
8,33.7,23.0,63.7,212.53,2,6,2146.69
9,35.3,79.3,74.6,159.08,2,6,2633.3799999999997
10,25.2,29.9,62.1,451.21,2,6,1564.92
11,30.4,191.5,91.3,334.75,2,6,2775.52
12,35.4,28.7,80.1,384.27,2,6,2835.5399999999995
13,20.4,63.6,72.8,151.24,2,6,1485.12
14,23.2,21.7,61.8,335.14,2,6,1433.76
15,27.9,27.4,50.7,449.53,2,6,1414.53
18,29.4,262.0,54.2,427.53,2,6,2086.13
20,31.7,110.6,68.7,445.19,2,0,2177.79
21,25.9,53.7,82.2,198.76,2,0,2128.98
22,36.4,93.0,79.2,121.8,2,0,2882.88
23,35.4,152.8,83.4,209.44,2,0,2952.36
24,32.4,164.0,88.6,95.52,2,0,2870.64
25,25.1,279.3,69.1,163.56,2,0,1734.4099999999999
0,32.9,53.0,73.9,396.57,2,5,2431.31
1,27.7,210.3,88.0,411.15,2,5,2437.6
2,27.3,138.3,57.8,299.72,2,5,1577.94
3,36.1,26.2,60.7,244.48,2,5,2191.27
5,26.3,103.9,90.1,247.66,2,5,2369.63
6,36.0,262.4,66.9,373.1,2,5,2408.4
8,21.1,73.5,63.0,465.93,2,5,1329.3000000000002
10,34.8,107.8,84.0,283.97,2,5,2923.2
11,33.3,0.4,62.8,107.99,2,5,2091.24
19,30.2,174.2,55.0,335.92,2,5,1661.0
13,33.0,33.1,91.7,203.01,2,5,3026.1
14,26.1,372.0,57.9,106.47,2,5,1511.19
15,20.9,254.0,73.0,357.02,2,5,1525.6999999999998
17,26.7,394.6,72.6,273.51,2,5,1938.4199999999998
18,29.7,265.3,67.6,346.72,2,5,2007.7199999999998
20,33.7,217.6,88.7,476.19,2,5,2989.1900000000005
21,36.0,167.4,65.8,88.82,2,6,2368.7999999999997
22,21.6,374.6,59.4,314.99,2,6,1283.04
23,23.2,376.8,69.1,148.88,2,6,1603.12
24,37.6,300.7,73.8,155.7,2,6,2086.13
25,27.9,378.7,89.2,408.95,2,6,2488.68
0,29.4,153.0,61.6,240.12,3,4,2086.13
2,25.6,198.4,50.3,439.53,3,4,1287.68
3,22.1,313.1,67.5,275.63,3,4,1491.75
4,23.4,64.5,53.0,336.31,3,4,1240.1999999999998
6,37.2,362.3,80.0,194.84,3,4,2976.0
7,33.3,222.0,79.3,173.37,3,4,2640.6899999999996
